id,byear,H1a,pre-industrialized society,political event,personal youth,anti-europe,pre-industrialized society,nationalism,solidar society,pre-polarized society,colonialism,sports event
R_1i87LtKonqYFueh,1957,Geen,NA,,,,,,,,,
R_1ia5cZaYTqWoXfM,1972,,NA,,,,,,,,,
R_1Ia8ZJQmcW997bU,1963,Rust en tevredenheid,solidar society,,0,0,0,0,1,0,0,0
R_1IaTh4FsmdDyQkK,1955,Jaren 60-70,personal youth,,1,0,0,0,1,0,0,0
R_1IGUH8B8GhPJ1ma,1970,Ik ben vrij conservatief. Waarschijnlijk spreken mij de late jaren 50 en vroege jaren 60 het meeste aan. Ondanks dat ik van 1970 ben.,solidar society,,0,0,0,0,1,0,0,0
R_1IhiFqBFzDKFHcU,1946,Toen geluk nog gewoon was,solidar society,,1,0,0,0,1,0,0,0
R_1Ii8NRIKD3qYplx,1982,Uit de Europese Unie en euro,anti-europe,,0,1,0,1,0,0,0,0
R_1ikWN1YI6RYkvNn,1993,"2010, toen de VVD nog kleur op de wangen had. Of de 20ste eeuw toen ideologie nog uit maakte, die eenheidsworst in de tweede kamer is saai, smaakloos en kleurloos.",pre-polarized society,1,1,0,0,0,0,0,0,0
R_1IMdNZatZgSAuZH,1947,60 en 70e jaren. Niet lullen maar poetsen!,personal youth,,1,0,0,0,1,0,0,0
R_1ImIRPYF815gaL1,1974,"Geen, gedane zaken nemen geen keer, we kunnen wel proberen te kijken naar de geschiedenis en leren van ervaringen.",NA,,,,,,,,,
R_1ImSXhCcrYdzB5a,1951,de jaren 60 en 70 met de opkomst van het feminisme en flower power,personal youth,,1,0,0,0,1,0,0,0
R_1IQ5tpsqu4DcnmZ,1945,"De jaren 70 waarin de maakbaarheid van de samenleving nog een realiteit was. Het structureel afbreken van de welzijnsstaat heeft daarna ingezet. Met de grote schommelingen in zowel klimaat als wereldpolitiek zal ook in ons land de welvaart steeds verder afnemen, en het grote graaien evenredig stijgen (nog meer dan nu).",solidar society,,0,0,0,0,1,0,0,0
R_1IRc9B77LQEJTha,1966,Romantiek,pre-industrialized society,1,0,0,1,0,0,0,0,0
R_1irrdFsEKvfGMqt,1970,"Val van de muur, ""einde"" koude oorlog, want het leek alsof alles beter zou worden voor altijd.......",solidar society,1,0,0,0,0,1,1,0,0
R_1isO4TwjeIfjY6c,1984,De gouden eeuw,colonialism,1,0,0,1,1,0,0,1,0
R_1isS7iOqufYxHLs,1961,Iedere periode kent goede en slechte momenten maar momenteel is dit land door allerlei dingen onbestuurbaar geworden.,pre-polarized society,,0,0,0,0,0,1,0,0
R_1itDkJcvb5jgHZ2,1969,Begin jaren 80,personal youth,,1,0,0,0,1,0,0,0
R_1Iu8cb3xCGbN7tB,1982,Geen.,NA,,,,,,,,,
R_1IveckK7Lr6gjqh,1979,Mijn geboorte,personal youth,,1,0,0,0,0,0,0,0
R_1IXVlf2OUzbJZ1S,1960,zeventiger jaren,personal youth,,1,0,0,0,1,0,0,0
R_1IzbVqnlvHWDoh6,1952,"Het moment dat er weinig auto's waren, weing vliegverkeer en de medemens met respect benaderd werd.",pre-industrialized society,,0,0,1,0,1,0,0,0
R_1j7GTkJd18M2pqW,1953,Geen,NA,,,,,,,,,
R_1jcQnngYu5TILx1,1965,Helemaal niet,NA,,,,,,,,,
R_1JCRM15U0wxjkRK,1948,Is prima vandaag,NA,,,,,,,,,
R_1jcRo7r2pdVTNMO,1964,geen,NA,,,,,,,,,
R_1jcXlu3fIM5xVCl,1962,geen een,NA,,,,,,,,,
R_1jD7uuZEtuB11Wl,1975,,NA,,,,,,,,,
R_1JDDZaUzbSbDw2y,1950,1990 - 2000,pre-polarized society,,0,0,0,0,0,1,0,0
R_1JEfUzbkG335W3a,1972,E.K '88,nationalism,,1,0,0,1,0,0,0,1
R_1jeWxPp3mNM7XKJ,1972,Tijd voor de aanslag van 9-11. Sindsdien leven we continue in angst voor iets wat speelt in de wereld.,pre-polarized society,1,0,0,0,0,0,1,0,0
R_1jfFFUhY9uiRBrO,2002,Naar zo 30 jaar geleden toen er het in Nederland nog niet zo paranoïde werd gereageerd op alles dat slecht is,pre-polarized society,,0,0,0,0,0,1,0,0
R_1jjGAeBOvk0G55e,1968,"De vraag is onduidelijk. Bedoeld u dit geschiedkundig, op politiek- of persoonlijk gebied?
Ik verlang terug naar de tijd dat politici zich ten dienste stelde van het Nederlandse volk.",pre-polarized society,1,0,0,0,0,0,1,0,0
R_1jjIvIsKGV3Puoo,1971,,NA,,,,,,,,,
R_1jJkgMvXgR9hq88,1979,,NA,,,,,,,,,
R_1jkbQhWlM5826zA,1977,"Ik denk de renaissance. Een tijd van ontdekken, schoonheid en acceptatie van het andere. Al was dat voor de gewone mens ook niet weggelegd.",pre-industrialized society,1,0,0,1,0,0,0,0,0
R_1jkWrJAAO8e6hIr,1973,EK ‘88,nationalism,,1,0,0,1,0,0,0,1
R_1jPKcgu6UglCtF8,1998,"Ik verlang niet naar het verleden, ik verlang naar de toekomst.",NA,,,,,,,,,
R_1jTDTnHPZ4A6y8B,1948,Val van de muur 1989,solidar society,1,0,0,0,0,1,1,0,0
R_1jTzx1eGtDgX4cq,1956,60/70'r jaren,personal youth,,1,0,0,0,1,0,0,0
R_1juAxp0TuIpp7mR,1991,Toen nog niet alles geprivatiseerd en gekapitaliseerd moest worden. Alles word onbetaalbaar door marktwerking...,pre-industrialized society,,0,0,1,0,1,0,0,0
R_1JUzEYlc1fPzG2n,1964,70er jaren,solidar society,,1,0,0,0,1,0,0,0
R_1jW02eDvxuThTfb,1961,"Geen enkel moment, wel naar de tijd dat het naar mijn idee met onze samenleving beter ging, er minder janboel was zoals de toeslagenaffaire, minder wantrouwen van de overheid naar de burger, en neer begrip en tolerantie onderling.",pre-polarized society,,0,0,0,0,1,1,0,0
R_1jwB3TzEummruCq,1948,De tijd dat de polder mentaliteit de consensus van het merendeel van het volk bracht.,solidar society,,0,0,0,0,0,1,0,0
R_1jZzC4syLEzBG3T,1947,Geen favoriet moment.,NA,,,,,,,,,
R_1K15RnyhyByVaMX,1957,,NA,,,,,,,,,
R_1K2AZEanQKbWQTq,1975,De jaren 80/90,personal youth,,1,0,0,0,1,1,0,0
R_1k2esR16wDx0hCs,1990,Het moment dat er een linkse regering was.,solidar society,,1,0,0,0,0,1,0,0
R_1K9cJDnrzYj1ryr,1976,De val van de muur.,solidar society,1,0,0,0,0,1,1,0,0
R_1Ka0Lk5PkD80qiG,1989,1632,pre-industrialized society,,0,0,1,0,0,0,0,0
R_1KdLT8p4a8dnbkn,1988,1960,solidar society,,0,0,0,0,1,0,0,0
R_1Kdr0BUGTvmNg3X,1981,"binnen mijn persoonlijke geschiedenis denk ik begin van deze eeuw. Net een baan, een hele leuke vriend en de toekomst die nog open ligt
vanuit historisch perspectief ben ik heel benieuwd hoe de jaren '60 waren",solidar society,,1,0,0,0,1,0,0,0
R_1KeTAdhFXwshBl5,1961,"De tijd voor privatisering van de zorg, de zogeheten “marktwerking” heeft de burger ongelooflijk veel geld gekost",solidar society,,0,0,0,0,1,0,0,0
R_1Kew3xqqRvtoBkG,1984,"Elke tijd heeft zijn voor en nadelen, ik denk dat ik dan zou gaan voor de jaren 80, wel de welvaart en veel van de moderne technologie maar geen globalisering (brussel) die door je strot geduwd wordt en geen klimaat hysterie. Al verlang ik niet echt terug naar welke tijd dan ook, ik kijk liever naar de toekomst.",anti-europe,1,1,1,0,0,0,0,0,0
R_1kGmQfQhDKEEV3j,1968,Toen ik nog gezond was,NA,,,,,,,,,
R_1KiN6pnTEvRJxxJ,1946,vandaag is prima,NA,,,,,,,,,
R_1KkgsZrcfiOsawQ,1972,Nergens. Ik leef in het nu,NA,,,,,,,,,
R_1KlLx0DgfWOK4Au,1979,Niet een specifiek moment,NA,,,,,,,,,
R_1KlQaXJfLcLStdp,1968,Jaren 70,personal youth,,1,0,0,0,1,0,0,0
R_1kNqYYUjDDBP3q9,1961,Athene ten tijde van Plato,pre-industrialized society,,0,0,1,0,0,0,0,0
R_1kNYcIXSaGL2oEE,1990,Geen specifiek moment,NA,,,,,,,,,
R_1Ksg84WsH6dJqgs,2000,Voor recessie van 2009,personal youth,,1,0,0,0,0,1,0,0
R_1kSxXSDXk0GNIkn,1979,,NA,,,,,,,,,
R_1KvGUIYuQh2oApE,1989,"Geen, het is nooit echt goed geweest in Nederland, hopelijk is de toekomst beter dan het verleden.",NA,,,,,,,,,
R_1kZXzk3ylWmrwx0,1950,Geen enkel moment,NA,,,,,,,,,
R_1l4yYDKDhGGR8X3,1943,,NA,,,,,,,,,
R_1l9L6WEDru3uAAv,2001,Wellicht een tijd waarin het politieke landschap minder versplinterd is.,pre-polarized society,,0,0,0,0,0,1,0,0
R_1LAa7VehRng2xRT,1967,,NA,,,,,,,,,
R_1LbCemtSVM8Wqhc,1969,Jaren 50,solidar society,,0,0,0,0,1,0,0,0
R_1LBtpfHb8pMQlP3,1966,Jaren negentig,pre-polarized society,,1,0,0,0,0,1,0,0
R_1LbxDGnppmjmvD3,1968,Voor de Europese unie,anti-europe,,0,1,0,0,0,0,0,0
R_1LdobizQmObyt7F,1955,de jaren 70,personal youth,,1,0,0,0,1,0,0,0
R_1lfws2t0m2zPCHz,1976,1250,pre-industrialized society,,0,0,1,0,0,0,0,0
R_1LGS9ivSuWtjJdL,1970,"? Onmogelijke vraag.  Om terug te verlangen moet ik het zelf hebben meegemaakt. Maar 'moment in de geschiedenis' suggereert een lange periode, bij wijze van spreke tot de Middeleeuwen.
Laat ik dan dit zeggen: de periode voor Pim Fortuyn, waarin naar mijn beleving beter naar elkaar werd geluisterd, meer respect was voor elkaars opvattingen, minder polarisatie. Wellicht dan specifieker de jaren '80, waarin er echt ideologisch met elkaar van gedacnten werd gewisseld.",pre-polarized society,,1,0,0,0,1,1,0,0
R_1liTQXQjPE6gAiQ,2003,"Ik denk dat rond de tijd van 2015/2016, een goede tijd was om in te leven. In die tijd had ik het gevoel dat mensen veel authentieker en creatiever waren dan dat ze nu zijn. Dit zou natuurlijk ook kunnen komen omdat ik dat gevoel heb (omdat de meeste dingen voor mij nieuw zouden zijn). Ook kwamen mensen zoals comedians of bijvoorbeeld ""content creators"", die uitspraken konden maken zonder dat ze vervolgt werden of dat ze geen inkomsten veel minder inkomsten krijgen omdat ze niet ""kindvriendelijk"" zijn. Ik ben mij er natuurlijk wel bewust van dat bepaalde dingen (waaronder bijvoorbeeld Johan Derksen), niet helemaal door de beugel kunnen. Maar als je al gecensureerd (of tenminste geen inkomsten krijgt) wordt door het woord fuck (of letterlijk elk enigszins slecht woord) te zeggen, dan heb ik het gevoel dat je niet iemand zijn echte reactie te zien krijgt. Daarnaast waren er toen een stuk minder grote problemen/ crises, (wooncrisis, een wereldwijde pandemie, de oorlog in Oekraine of bijvoorbeeld de kindertoeslagenaffaire).",pre-polarized society,,1,0,0,0,0,1,0,0
R_1lmfjvSuzTWXa1F,2000,De reformatie,pre-industrialized society,,0,0,1,0,0,0,0,0
R_1LMNSAv0gb735fm,1949,Ik ben meer bezig met de toekomst. Kan geen moment noemen,NA,,,,,,,,,
R_1ln9uSABLAF4EAP,1986,Toen ik nog een kind was zonder verplichtingen en verantwoordelijkheid.,personal youth,,1,0,0,0,0,0,0,0
R_1lnGHshYuLFTZb8,1956,de jaren 70,personal youth,,1,0,0,0,1,0,0,0
R_1Lnk8PrEqRTPL65,2002,Toen er meer vertrouwen in de politiek was en een kleinere kloof tussen klassen.,pre-polarized society,,0,0,0,0,0,1,0,0
R_1lnl7r9CK8C9eDe,1971,"Terug naar 1980 , daar hadden we in Nederland 13 miljoen mensen. En dat vond ik al veel .",nationalism,,0,0,0,1,0,0,0,0
R_1lnN5jNQYoLXVTa,1963,Tijd voor woke en blm en gender. Zeg 2007,pre-polarized society,,0,0,0,0,0,1,0,0
R_1lnsvywuB8RqB2S,1975,Dat studeren aan de universiteit betaalbaar was.,solidar society,,0,0,0,0,1,0,0,0
R_1LOwK2VXHz9P7tJ,1965,Geen. Onzinvraag,NA,,,,,,,,,
R_1LpL7NTpPHqLu5C,1974,Geen enkel moment. Is geweest. Leer er van en maak niet opnieuw dezelfde fouten.,NA,,,,,,,,,
R_1ls3RjeA1G72E8m,1948,2023,NA,,,,,,,,,
R_1lsi8Q7SAGLleYt,1965,Wie achteruit kijkt ziet niet waarover ja kan struikelen wat voor je voeten ligt!,NA,,,,,,,,,
R_1lt7KwaqK4obJqf,1961,De val van de Muur.,solidar society,1,0,0,0,0,1,1,0,0
R_1LtE43e40t4BLhn,1984,Dat Jezus de Zaligmaker is geboren,pre-industrialized society,,0,0,1,0,0,0,0,0
R_1LTh0S6dAgZHCQo,1990,Jaren '90. Alles was veel positiever en blijer dan nu.,pre-polarized society,,1,0,0,0,0,1,0,0
R_1LuMZlQyUEM1BUA,1994,,NA,,,,,,,,,
R_1lv3RupOCt22NzG,1956,Vorming van paarse kabinet,pre-polarized society,,0,0,0,0,0,1,0,0
R_1LvXWKkpzGKxkan,1951,Geen EU.,anti-europe,,0,1,0,1,0,0,0,0
R_1LYB5ecL1nUbURm,1970,,NA,,,,,,,,,
R_1lzOdugPW4LxLWN,2003,,NA,,,,,,,,,
R_1LZtqL2kGduF2ht,1964,Geen enkel moment.,NA,,,,,,,,,
R_1M6YI5Fy5Zd8e0y,1955,opening abortusklinieken,personal youth,,0,0,0,0,1,0,0,0
R_1mgg6cdA7GxBm4R,1983,?,NA,,,,,,,,,
R_1mgUVZb3Kxy7hbu,1979,,NA,,,,,,,,,
R_1mISLY8q3CYdqKG,1958,De jaren 79,personal youth,,1,0,0,0,1,0,0,0
R_1mkPOjVN9JUsxBL,1952,Val van de muur,solidar society,1,0,0,0,0,1,1,0,0
R_1mlp0oY1rGM77nZ,1974,Geen.,NA,,,,,,,,,
R_1MLqfw6dIl7KnMG,1960,Huh? Geen moment in de geschiedenis. Idiote vraag.,NA,,,,,,,,,
R_1mmhgDqRziKsFQJ,1966,De jaren zestig -zeventig,personal youth,,1,0,0,0,1,0,0,0
R_1mqs8LAhV4cGpCp,1970,,NA,,,,,,,,,
R_1MQXlPgQ0Qk3Jec,1983,"Geen, het gaat om de toekomst. Suggestieve vraag.",NA,,,,,,,,,
R_1mrWss0rGTuJOFr,1965,"De tijd dat politici de waarheid spraken, en uit eigen beweging aftraden als zij er een puinhoop van hadden gemaakt",pre-polarized society,,0,0,0,0,0,1,0,0
R_1msBxCv6arZDHho,1971,"Naar de periode in de Hof van Eden, voor de zondeval. Toen er vrede op aarde was.",pre-industrialized society,,0,0,1,0,0,0,0,0
R_1mUi7JNjeNVtgNS,1947,"Verlang niet terug naar het verleden, het heden is boeiend.
",NA,,,,,,,,,
R_1mVhub77xAxqh8N,1947,De jaren 90.,pre-polarized society,,0,0,0,0,0,1,0,0
R_1mVqopSYD78W5XM,1943,zo'n vraag heeft geen enkel nut,NA,,,,,,,,,
R_1mvZPZJ5g8Pyno0,1950,Wat een onzinvraag!,NA,,,,,,,,,
R_1mw1w9X2JTrBEfd,1995,geen,NA,,,,,,,,,
R_1mwPsyCuyv2ULj2,1991,,NA,,,,,,,,,
R_1MXTFvpaQmgBpuB,2003,2010,personal youth,,1,0,0,0,0,0,0,0
R_1my3Ks3N8Yja8l8,1970,Einde koude oorlog,solidar society,1,0,0,0,0,1,1,0,0
R_1MYc4aBXJ5gv8Bq,1996,1977,personal youth,,1,0,0,0,1,0,0,0
R_1n0aWjKPfdraZCV,1961,60er/70er jaren,personal youth,,1,0,0,0,1,0,0,0
R_1n18TPHspPiMTj7,1959,,NA,,,,,,,,,
R_1n31xxOZm7BMxSH,1982,Een periode waarin er een matriarchaat was,personal youth,,0,0,1,0,0,0,0,0
R_1N4F7VFyci1rwA7,1957,Jaren 60. Niet bewust meegemaakt (Ik ben van 1957 dus was nog een kind) maar er zijn m.i. wel goede veranderingen uit voort gekomen. Daarbij was dit mijn lagere schooltijd in een dorpje. Mooier kon niet.,personal youth,,1,0,0,0,0,0,0,0
R_1N54yHuRdeUDtPO,1949,70-80 jaren,solidar society,,0,0,0,0,1,0,0,0
R_1n9nOAefhGCmYJo,1996,"De bataafse republiek, dit was de tijd dat directe democratie is het land heerste alleen wat mij tegenstaat aan deze tijd is de repressie van de patriotten",colonialism,,0,0,1,0,0,0,0,0
R_1NDM3Eiy37HpmKJ,1966,,NA,,,,,,,,,
R_1NEPILDRfrHC8Pj,1947,,NA,,,,,,,,,
R_1NghvEcv6WND06z,1944,"Elk moment in de geschiedenis heeft  goede en slechte kanten.
Ik verlang naar goede inzichten in het heden.
",NA,,,,,,,,,
R_1NkSwXgSEHa9J0w,1961,Gulden tijd perk,colonialism,,0,1,0,1,0,0,0,0
R_1NkwJvLBaplyoUn,1995,VOC tijd,colonialism,1,0,0,0,1,0,0,1,0
R_1nN1i5Fm3hK8pHx,1972,"zo'n 30-40 jaar geleden toen ik nog het gevoel had dat politiek meer naar het volk luisterde, leiders charisma hadden en er niet veel te veel partijen bestonden die niets voorstellen",pre-polarized society,,0,0,0,0,0,1,0,0
R_1NnnPHGJZT4GK5e,1988,"Dat er minder sociale media is waardoor er meer acceptatie is van elkaar. En dat het leven gezondheidszorg, energie en de boodschappen weer wat betaalbaarder waren",pre-polarized society,,0,0,0,0,1,1,0,0
R_1nPnldrNj503ivv,1997,1970/1980,solidar society,,0,0,0,0,1,1,0,0
R_1NQpjfhzoquzgKl,1970,naar de jaren 50-70 toen nederland en de wererld weer opnieuw ontdekt moest worden. en toen echt iedereen zijn mening mocht uiten op zijn manier,solidar society,,0,0,0,0,1,1,0,0
R_1Nr0bskqCiqHq59,1977,Nu,NA,,,,,,,,,
R_1nTKi73Y8inStkg,1972,De dag van morgen,NA,,,,,,,,,
R_1nTUJOkhhaEUEiZ,1973,,NA,,,,,,,,,
R_1nVDucIY69WTvgE,1985,M'n basisschooltijd,personal youth,,1,0,0,0,0,0,0,0
R_1nVh00hABYVFaTx,1944,De jaren 60,personal youth,,1,0,0,0,1,0,0,0
R_1nVKe3scmsK58ek,1947,"Naar de ‘60 en ‘70 er jaren, nog niet overbevolkt, ruimte met name ruimte in denken en ontplooien van creativiteit, maar ook leven zonde farizeeërs, veilig over straat, controlerende pers, geen manipulatie bij menigsvoorming.",nationalism,,1,0,0,0,0,1,0,0
R_1NvWC9T5wx1elpv,1965,1975-1985,personal youth,,1,0,0,0,1,0,0,0
R_1Nw9kY2FrRZWcwQ,1989,18-09-2011,NA,,,,,,,,,
R_1NwzSY4JXIdDVC9,1949,Geen enkel moment. Er zijn wel veel momenten die ik koester.,NA,,,,,,,,,
R_1NxfC4H6EP4vOka,1972,Seventies (ik had de flower power periode graag actief meegemaakt),personal youth,,1,0,0,0,1,0,0,0
R_1NXwZKjbGe6yjQd,1970,"rare vraag, maar goed ,

10jr terug ,leek het allemaal wel beter geregeld , al waren we toen ook al aan het dansen op de vulkaan.

Ik denk dat de jaren 50/60 wel beter waren ,al was ik er toen nog niet.

maar mensen hadden een gezamelijk doel om op te bouwen na de oorlog .
de problemen van nu waren er nog minder , en er waren grootse doorbraken in alle soorten stromingen",solidar society,,0,0,0,0,1,0,0,0
R_1Ny0wYy0HUEvOBN,1960,de jaren 70-80,personal youth,,1,0,0,0,1,0,0,0
R_1NzF0l9ZIUK71tT,1955,"Geen, ik heb mooie dingen en minder mooie dingen meegemaakt, maar kijk graag vooruit. Er komen nog meer mooie dingen",NA,,,,,,,,,
R_1o0gmnee2uLVFlG,1956,vlak voor de Russische inval in Oekraïne,pre-polarized society,,0,0,0,0,0,1,0,0
R_1o5WXrjLl3Kt3k4,1967,De jaren ‘70 vd 20e eeuw,personal youth,,1,0,0,0,1,0,0,0
R_1o6Jfs36uGzZkjo,1980,Verlangen naar het verleden is een brevet van onvermogen.,NA,,,,,,,,,
R_1o750ky02WNefki,1970,"Begin 1990. Nelson Mandela vrij, muur gevallen, nog geen oorlog in midden oosten.",solidar society,1,1,0,0,0,1,1,0,0
R_1OAW2P1jx421tM5,1939,de tijd waarin o.a. de CDA kopstukken voortbracht die er toe deden,pre-polarized society,1,0,0,0,0,1,1,0,0
R_1OAXCkwLW0egWJP,1958,Negentiger haren,pre-polarized society,,0,0,0,0,,1,0,0
R_1OAypAXPIfxsfju,1958,Dat moet nog komen... (-:,NA,,,,,,,,,
R_1oBI7fCzO9qYss4,1990,,NA,,,,,,,,,
R_1odLDg8gobUHtWp,1982,De jaren 90,personal youth,,1,0,0,0,0,1,0,0
R_1oGAOlSFkEY60Fg,1960,Flower power jaren,personal youth,,1,0,0,0,1,0,0,0
R_1oGgaYAXyK9gDHI,1946,De jaren '70,solidar society,,0,0,0,0,1,0,0,0
R_1oI4yZfMaEYm8Lt,1953,rond de eeuwwisseling,pre-polarized society,1,0,0,0,0,0,1,0,0
R_1oI7RtcOYjrX3PU,1949,jaren 90,pre-polarized society,,0,0,0,0,0,1,0,0
R_1OJ0c0QEIxGEDQT,1973,Jaren 70,personal youth,,1,0,0,0,1,0,0,0
R_1OKdo0R0BfArY8Z,1958,Val van de Berlijnse Muur,solidar society,1,0,0,0,0,1,1,0,0
R_1ON4biHg7ZiZzSL,1945,Dat de Regering de besluiten nam zonder inmenging van de rechters. Goede wet en regelgeving!,personal youth,,0,0,0,0,0,1,0,0
R_1oniD3FVIRHDM7H,1968,de jaren 90,pre-polarized society,,1,0,0,0,0,1,0,0
R_1onXRENXS42CbXU,1971,"Geen enkel moment. Focus op wat er komt, niet wat is geweest.",NA,,,,,,,,,
R_1ONY71PBw185O4a,1993,Ik denk dat de periode na de koude oorlog een relatief rustige periode was in Nederland,solidar society,1,0,0,0,0,1,1,0,0
R_1OoQRMpv9GKdmGu,1956,Politiek gezien: dat er in de kamer nog echte inhoudelijkrbdebatten werden gevoerd waardoor besluitvorming op grond van meningsuiting was gebaseerd en niet op de persoon werd gespeeld.,pre-polarized society,,0,0,0,0,0,1,0,0
R_1Op1WdpAT5ncTtB,1981,,NA,,,,,,,,,
R_1oprNcalEBIYyt2,1998,,NA,,,,,,,,,
R_1Oq0FU5edadz44B,1968,Geen,NA,,,,,,,,,
R_1OQ8kkothDwKcky,1973,Voor Corona,pre-polarized society,1,0,0,0,0,0,1,0,0
R_1osU9F1AxPCnTdx,1967,"Geen! Geschiedenis heet niet voor niets zo!
Geen excuses wellicht leermomenten
Nu geldt!",NA,,,,,,,,,
R_1otHx4LYCDnqACz,1959,De tijd zonder computers,pre-industrialized society,,1,0,1,0,0,0,0,0
R_1otNbWeFlTQi1Zf,1946,Ik weet het niet,NA,,,,,,,,,
R_1OTxDAKzkQLumzQ,1943,De toekomst,NA,,,,,,,,,
R_1OUKgpZpcdfFOyU,1963,EK Voetbal 88,nationalism,,1,0,0,1,0,0,0,1
R_1OV1hkNbwIb3gMq,1967,"Naar de geschiedenis van morgen, waar wij weer de kans krijgen om het allemaal goed te doen.",NA,,,,,,,,,
R_1Ov6Hm015ICYdeO,1978,,NA,,,,,,,,,
R_1OVxFFGc4dySxMq,1979,Vrijlating van Nelson mandela,pre-polarized society,1,0,0,0,0,1,0,0,0
R_1OxlbtIDNNzDTnx,1981,Geen,NA,,,,,,,,,
R_1ozE45h5yDorJkS,1977,ik kijk liever vooruit.,NA,,,,,,,,,
R_1P4Noj4v9Khd1eM,1966,????,NA,,,,,,,,,
R_1P5Ih0tQWbvR5fG,1982,De jaren negentig,pre-polarized society,,1,0,0,0,0,1,0,0
R_1P6mAMmbo1fEdDm,1951,Jaren 60 tot ca jaren 80 waarin we socialer om elkaar omgingen.,solidar society,,1,0,0,0,1,0,0,0
R_1P80sqaGE3vzJhe,1949,naar de tijd dat er minder besmettelijke virussen waren.,NA,,,,,,,,,
R_1pAavmIBKI7H8yy,1947,"Naar hopelijk een moment van bezinning voor ieder, toen Corona ons aan huis kluisterde. Wat een desillusie!",pre-polarized society,,0,0,0,0,0,1,0,0
R_1pAovvlONtITjvJ,1991,Dit moment,NA,,,,,,,,,
R_1PaVRk9Plz5OZL3,1948,2000,NA,,,,,,,,,
R_1PckPMrwlNKDA0G,1965,,NA,,,,,,,,,
R_1pEem6XoAqBQR6R,1963,13e eeuw,pre-industrialized society,,0,0,1,0,0,0,0,0
R_1pFkravGCLSNM4E,1995,"Politiek gezien, in Nederland:
De jaren 70 (kabinet den Uyl)",solidar society,,0,0,0,0,1,0,0,0
R_1pGcGyhCWvKISvw,1969,Geen! Terug gaan is achteruit gaan,NA,,,,,,,,,
R_1pJBACjBY2UNuvT,1979,,NA,,,,,,,,,
R_1pJqpXdknPOvaDd,1950,De jaren 70 en 80,solidar society,,1,0,0,0,1,0,0,0
R_1pMd0o6XD53vrPl,1952,De jaren 70 dit was een tijd van opbouwen en meer vertrouwen dan de huidige tijd,personal youth,,1,0,0,0,1,1,0,0
R_1pPExBYH0N4Eg6Y,1987,Gouden eeuw,colonialism,,0,0,1,1,0,0,1,0
R_1prObVjKz7WUBrE,1966,Weet ik niet.,NA,,,,,,,,,
R_1PRVsb3kVEK4Q7x,1984,de tijd tussen na de 2e wereldoorloog en 2000,solidar society,,1,0,0,0,1,1,0,0
R_1pS5dNnMDMMIQcf,1953,het akkoord van Wassenaar begin jaren tachtig,solidar society,1,0,0,0,0,1,1,0,0
R_1ps8puwzslsuEDP,1981,De jaren 90,personal youth,,1,0,0,0,0,1,0,0
R_1ps8S66qbDGPftT,1959,Jaren 70,personal youth,,1,0,0,0,1,0,0,0
R_1psCldgp5KYHL2I,1962,Geen 1,NA,,,,,,,,,
R_1PUccDF4K8FgUr3,1960,jaren 80 ik woonde toen in Frankrijk,personal youth,,1,0,0,0,0,0,0,0
R_1pxMwMbphCGUSm2,2003,Wat een domme vraag,NA,,,,,,,,,
R_1pXx02o3RnJQKWW,1958,Gouden eeuw,colonialism,,0,0,1,1,0,0,1,0
R_1py4n9x2sUEzVwH,1972,Naar de tijd van de gulden en pensioen leeftijd op 64,anti-europe,1,0,1,0,1,0,0,0,0
R_1py9rOoDJGcVBsW,1944,,NA,,,,,,,,,
R_1pYi5AQpfyx2bHl,1978,Jaren 80,personal youth,,1,0,0,0,1,0,0,0
R_1PYneIPrVvXslaG,2004,"Geen moment, ben tevreden in het heden. Als ik zou moeten kiezen, het moment vlak voor corona.

Of tijd van de dinosaurussen
",pre-polarized society,,0,0,1,0,0,1,0,0
R_1PZ6ak0VBMrtl3l,1945,Den Uil,solidar society,,0,0,0,0,1,0,0,0
R_1PZ9b3hnyfB0P3o,1966,,NA,,,,,,,,,
R_1pzf45AOPSVU26c,1991,Geen,NA,,,,,,,,,
R_1pzFTqeZsTusFff,1944,Het paradijs,pre-industrialized society,,0,0,1,0,0,0,0,0
R_1Q0zzZgDDrH6mOx,1946,,NA,,,,,,,,,
R_1q3aNTC9GulJfet,1998,,NA,,,,,,,,,
R_1q4B5JAeuKSpEs4,1972,Geen idee,NA,,,,,,,,,
R_1q4gkZEKh1gLqNo,1990,1990-2005. Mijn kinder/tienertijd,personal youth,,1,0,0,0,0,0,0,0
R_1q4IKMtLRJlhY6B,1985,Paarse kabinet,pre-polarized society,,0,0,0,0,0,1,0,0
R_1Q4OGrHiUmjRrj6,1937,tot aan mijn vijftigste jaar toen begon de ellende,personal youth,,1,0,0,0,0,0,0,0
R_1Q4VMWGBZypOSnj,1988,,NA,,,,,,,,,
R_1Q5GwFi6KzqLwBe,2002,De jaren '60 en '70,solidar society,,0,0,0,0,1,0,0,0
R_1Q5RyeTKDYWpdHL,1968,Geen idee,NA,,,,,,,,,
R_1Q6rMlFpNF6VnN7,1994,niet een specifiek moment,NA,,,,,,,,,
R_1q81kddBbQIoW0s,1972,Periode voor corona,pre-polarized society,1,0,0,0,0,0,1,0,0
